game_id,seed,winner_model,winner_color,total_turns,model,color,seat_position,victory_points,settlements,cities,roads_built,longest_road_length,has_longest_road,has_largest_army,knights_played,llm_calls,cost_usd,input_tokens,output_tokens,cached_tokens,avg_latency_ms,trade_proposals_made,trade_proposals_accepted
4,46,gemini-3-flash,BLUE,103,claude-sonnet,RED,0,2,2,0,8,4,False,False,0,28,0.0843,25739,5640,28728,5826.1,6,0
4,46,gemini-3-flash,BLUE,103,gemini-3-flash,BLUE,1,10,1,4,8,5,False,False,3,82,0.1274,170566,14054,0,2505.2,2,0
4,46,gemini-3-flash,BLUE,103,gemini-flash,WHITE,2,6,2,0,9,7,True,True,4,52,0.0497,107051,7524,4027,1853.9,0,0
4,46,gemini-3-flash,BLUE,103,claude-haiku,ORANGE,3,2,2,0,4,3,False,False,2,37,0.0906,72031,8244,0,3403.2,2,0
5,47,gemini-flash,ORANGE,262,gemini-flash,ORANGE,0,10,0,3,8,8,True,True,6,115,0.1142,241895,18204,13059,2069.2,2,0
5,47,gemini-flash,ORANGE,262,claude-sonnet,RED,1,7,0,3,5,3,False,False,1,71,0.1958,67473,12963,74480,5522.2,8,3
5,47,gemini-flash,ORANGE,262,gemini-3-flash,BLUE,2,8,0,2,4,3,False,False,6,114,0.1732,235761,18433,0,2124.1,7,1
5,47,gemini-flash,ORANGE,262,claude-haiku,WHITE,3,9,1,4,10,7,False,False,1,101,0.2574,206979,22965,0,3291.6,1,0
6,48,gemini-3-flash,WHITE,77,gemini-flash,ORANGE,0,4,1,1,4,3,False,False,2,39,0.04,76219,7691,7037,1997.4,1,1
6,48,gemini-3-flash,WHITE,77,claude-haiku,RED,1,3,2,0,2,1,False,False,1,18,0.0429,35755,3576,0,3143.6,0,0
6,48,gemini-3-flash,WHITE,77,claude-sonnet,BLUE,2,3,1,1,2,1,False,False,0,17,0.0511,14419,3590,17040,5966.8,2,0
6,48,gemini-3-flash,WHITE,77,gemini-3-flash,WHITE,3,10,1,2,8,6,True,True,3,61,0.0893,116367,10378,0,2177.1,3,1
7,49,gemini-3-flash,ORANGE,336,claude-haiku,RED,0,9,0,2,3,2,False,True,7,162,0.4044,328249,35438,0,3533.2,17,1
7,49,gemini-3-flash,ORANGE,336,claude-sonnet,BLUE,1,8,0,3,9,6,False,False,3,183,0.5597,178937,36418,193830,5687.1,25,1
7,49,gemini-3-flash,ORANGE,336,gemini-3-flash,ORANGE,2,11,1,4,12,10,True,False,0,131,0.2016,276485,21103,0,2008.4,16,4
7,49,gemini-3-flash,ORANGE,336,gemini-flash,WHITE,3,6,0,3,10,9,False,False,4,143,0.1416,299629,22030,11063,1964.2,1,0
8,50,claude-haiku,RED,261,gemini-3-flash,WHITE,0,8,0,3,9,7,False,True,6,166,0.2605,354146,27807,0,2109.3,6,1
8,50,claude-haiku,RED,261,gemini-flash,BLUE,1,7,1,2,13,9,False,False,2,119,0.1196,258937,18462,14069,2050.9,0,0
8,50,claude-haiku,RED,261,claude-sonnet,ORANGE,2,5,2,0,10,9,True,False,2,58,0.1894,61457,11265,60705,5568.8,13,2
8,50,claude-haiku,RED,261,claude-haiku,RED,3,10,0,4,6,6,False,False,4,125,0.3333,269438,29434,0,3885.7,12,1
9,51,gemini-3-flash,ORANGE,227,gemini-flash,BLUE,0,8,0,3,6,5,False,False,3,113,0.1098,244494,16168,13096,1887.5,0,0
9,51,gemini-3-flash,ORANGE,227,gemini-3-flash,ORANGE,1,10,0,3,8,5,False,True,8,139,0.2137,292578,22460,0,2088.8,4,0
9,51,gemini-3-flash,ORANGE,227,claude-haiku,RED,2,7,0,2,10,8,True,False,3,127,0.327,265515,28659,0,3474.8,12,0
9,51,gemini-3-flash,ORANGE,227,claude-sonnet,WHITE,3,6,0,3,6,5,False,False,0,63,0.1947,63894,12078,65968,5586.6,9,1
10,52,gemini-3-flash,BLUE,124,claude-haiku,RED,0,4,2,0,5,4,False,True,3,43,0.1075,87256,9425,0,3790.1,5,0
10,52,gemini-3-flash,BLUE,124,claude-sonnet,ORANGE,1,3,3,0,5,3,False,False,1,30,0.0916,28771,5910,30885,5922.2,3,0
10,52,gemini-3-flash,BLUE,124,gemini-3-flash,BLUE,2,10,4,2,8,6,True,False,2,88,0.1342,180442,14672,0,2207.9,3,0
10,52,gemini-3-flash,BLUE,124,gemini-flash,WHITE,3,3,2,0,3,2,False,False,2,48,0.0431,96099,5955,2010,1795.7,0,0
11,53,claude-sonnet,WHITE,143,gemini-3-flash,BLUE,0,3,3,0,5,4,False,False,1,59,0.0892,119409,9837,0,2202.1,10,0
11,53,claude-sonnet,WHITE,143,claude-sonnet,WHITE,1,10,0,3,4,3,False,True,4,52,0.1576,48052,10664,54264,5546.6,6,0
11,53,claude-sonnet,WHITE,143,gemini-flash,ORANGE,2,9,2,2,5,3,False,False,3,105,0.0992,217292,15904,19124,1866.0,1,0
11,53,claude-sonnet,WHITE,143,claude-haiku,RED,3,2,2,0,6,4,False,False,4,81,0.2006,159350,18269,0,3416.7,9,0
12,54,gemini-3-flash,WHITE,55,claude-sonnet,BLUE,0,2,2,0,4,3,False,False,0,13,0.0409,10866,2852,12780,5974.5,3,1
12,54,gemini-3-flash,WHITE,55,gemini-3-flash,WHITE,1,10,1,3,8,5,True,False,0,40,0.0607,80574,6813,0,2334.0,0,0
12,54,gemini-3-flash,WHITE,55,claude-haiku,ORANGE,2,2,2,0,3,3,False,False,0,10,0.0245,19644,2199,0,3312.1,0,0
12,54,gemini-3-flash,WHITE,55,gemini-flash,RED,3,4,1,1,2,1,False,False,0,14,0.0128,27615,2043,2012,1806.7,0,0
13,55,claude-haiku,WHITE,223,gemini-flash,RED,0,7,1,2,7,6,True,False,2,95,0.0943,198035,14420,4027,1952.5,0,0
13,55,claude-haiku,WHITE,223,claude-haiku,WHITE,1,10,1,3,5,4,False,True,4,76,0.1962,157000,17655,0,3561.7,9,0
13,55,claude-haiku,WHITE,223,gemini-3-flash,ORANGE,2,5,2,0,5,3,False,False,1,93,0.1411,191752,15084,0,1988.1,14,1
13,55,claude-haiku,WHITE,223,claude-sonnet,BLUE,3,4,1,1,8,5,False,False,1,81,0.2313,75545,15646,85200,5544.6,10,1
14,56,gemini-3-flash,WHITE,93,gemini-flash,RED,0,5,2,1,5,4,False,False,0,32,0.0284,64169,3768,1007,1877.4,0,0
14,56,gemini-3-flash,WHITE,93,claude-haiku,BLUE,1,4,0,2,2,1,False,False,1,28,0.0671,53563,6058,0,3229.8,2,0
14,56,gemini-3-flash,WHITE,93,claude-sonnet,ORANGE,2,4,2,1,5,4,False,False,0,22,0.0699,20282,4632,22365,5799.3,2,0
14,56,gemini-3-flash,WHITE,93,gemini-3-flash,WHITE,3,11,0,3,7,5,True,True,3,57,0.0902,120863,9908,0,2184.0,0,0
15,57,gemini-3-flash,ORANGE,129,gemini-flash,RED,0,4,0,2,6,3,False,False,1,37,0.0374,75653,6131,2010,2033.0,0,0
15,57,gemini-3-flash,ORANGE,129,claude-haiku,BLUE,1,7,1,2,11,9,True,False,1,93,0.2361,186361,21752,0,3647.3,8,2
15,57,gemini-3-flash,ORANGE,129,claude-sonnet,WHITE,2,3,1,1,5,4,False,False,0,20,0.0588,18935,3772,20216,5646.4,2,1
15,57,gemini-3-flash,ORANGE,129,gemini-3-flash,ORANGE,3,11,0,4,6,5,False,True,3,96,0.1509,206973,15794,0,2032.6,1,0
16,58,gemini-3-flash,BLUE,262,gemini-3-flash,BLUE,0,10,1,2,11,8,True,True,7,139,0.2203,291129,24898,0,2163.4,2,0
16,58,gemini-3-flash,BLUE,262,gemini-flash,RED,1,7,0,3,6,5,False,False,3,152,0.1747,328530,32614,18124,2182.0,2,0
16,58,gemini-3-flash,BLUE,262,claude-sonnet,ORANGE,2,5,0,2,5,4,False,False,1,55,0.1672,53664,10764,57510,5675.2,7,0
16,58,gemini-3-flash,BLUE,262,claude-haiku,WHITE,3,7,1,2,7,7,False,False,3,136,0.3668,287022,34285,0,4782.1,10,1
17,59,gemini-3-flash,BLUE,214,gemini-3-flash,BLUE,0,10,4,0,8,7,True,True,5,125,0.199,271923,21011,0,2281.8,15,0
17,59,gemini-3-flash,BLUE,214,gemini-flash,RED,1,5,1,1,7,4,False,False,3,87,0.0865,187984,13264,10075,1970.8,0,0
17,59,gemini-3-flash,BLUE,214,claude-sonnet,WHITE,2,5,1,2,8,7,False,False,2,49,0.1566,49797,9675,51072,5858.4,3,2
17,59,gemini-3-flash,BLUE,214,claude-haiku,ORANGE,3,7,2,2,8,6,False,False,4,114,0.2999,241192,26725,0,4419.9,15,0
18,60,gemini-3-flash,RED,164,claude-haiku,ORANGE,0,8,1,2,9,7,True,False,3,124,0.3099,242021,29067,0,3534.9,17,1
18,60,gemini-3-flash,RED,164,claude-sonnet,BLUE,1,5,1,2,5,4,False,False,4,77,0.2291,75077,14828,80940,5754.1,10,3
18,60,gemini-3-flash,RED,164,gemini-3-flash,RED,2,10,1,2,6,3,False,True,5,146,0.2174,289257,24272,0,2084.5,13,0
18,60,gemini-3-flash,RED,164,gemini-flash,WHITE,3,3,2,0,4,2,False,False,1,44,0.0408,88204,5984,2008,1853.4,0,0
19,61,gemini-3-flash,RED,129,claude-haiku,WHITE,0,5,2,0,2,1,False,True,3,31,0.0781,63145,6897,0,3377.2,2,1
19,61,gemini-3-flash,RED,129,claude-sonnet,BLUE,1,2,2,0,7,4,False,False,2,37,0.0974,31345,7124,38340,5774.3,8,0
19,61,gemini-3-flash,RED,129,gemini-flash,ORANGE,2,3,1,1,3,2,False,False,1,33,0.0323,65337,5441,3018,1949.2,0,0
19,61,gemini-3-flash,RED,129,gemini-3-flash,RED,3,10,0,4,7,4,False,False,2,72,0.1087,148286,11532,0,2313.0,3,1
20,62,gemini-3-flash,RED,219,claude-haiku,BLUE,0,7,0,3,3,2,False,False,2,107,0.2805,221657,25803,0,4667.3,3,0
20,62,gemini-3-flash,RED,219,gemini-3-flash,RED,1,10,5,1,13,6,True,False,3,146,0.2323,314450,25015,0,2226.0,14,1
20,62,gemini-3-flash,RED,219,claude-sonnet,ORANGE,2,6,3,0,5,5,False,True,5,81,0.2518,78495,16426,85200,5958.3,11,1
20,62,gemini-3-flash,RED,219,gemini-flash,WHITE,3,2,2,0,4,3,False,False,1,46,0.0446,97328,6296,1006,1977.0,0,0
21,63,gemini-3-flash,RED,129,claude-sonnet,WHITE,0,4,3,0,5,4,False,False,0,38,0.1162,36382,7558,39368,5627.5,7,0
21,63,gemini-3-flash,RED,129,claude-haiku,BLUE,1,4,3,0,4,3,False,False,3,51,0.1274,103375,11169,0,3365.7,7,2
21,63,gemini-3-flash,RED,129,gemini-flash,ORANGE,2,4,2,0,8,7,True,False,0,38,0.0386,79601,6016,980,2124.7,0,0
21,63,gemini-3-flash,RED,129,gemini-3-flash,RED,3,11,0,4,13,7,False,True,4,94,0.1547,207604,16980,0,2263.5,2,0
22,64,gemini-3-flash,RED,139,claude-haiku,WHITE,0,2,2,0,3,3,False,False,2,30,0.0736,60360,6316,0,3467.7,2,0
22,64,gemini-3-flash,RED,139,gemini-3-flash,RED,1,10,0,4,7,5,True,False,1,86,0.1344,182280,14417,0,2053.5,8,1
22,64,gemini-3-flash,RED,139,gemini-flash,BLUE,2,6,1,1,3,3,False,True,8,68,0.0686,140840,11155,5008,2148.9,0,0
22,64,gemini-3-flash,RED,139,claude-sonnet,ORANGE,3,3,3,0,9,5,False,False,2,50,0.1467,46370,9896,52185,5945.2,5,0
23,65,gemini-3-flash,RED,225,claude-sonnet,WHITE,0,3,2,0,7,4,False,False,0,45,0.1246,42797,8173,46816,5436.8,7,0
23,65,gemini-3-flash,RED,225,gemini-flash,BLUE,1,7,3,0,7,6,False,True,5,91,0.09,193472,13625,7048,2112.4,0,0
23,65,gemini-3-flash,RED,225,claude-haiku,ORANGE,2,2,2,0,6,4,False,False,2,66,0.173,137958,15665,0,3812.9,6,0
23,65,gemini-3-flash,RED,225,gemini-3-flash,RED,3,10,1,3,11,7,True,False,0,96,0.1509,202099,16614,0,2343.0,13,0
