game_id,seed,winner_model,winner_color,total_turns,model,color,seat_position,victory_points,settlements,cities,roads_built,longest_road_length,has_longest_road,has_largest_army,knights_played,llm_calls,cost_usd,input_tokens,output_tokens,cached_tokens,avg_latency_ms,trade_proposals_made,trade_proposals_accepted
19,61,claude-haiku,WHITE,230,claude-sonnet,BLUE,3,6,3,0,10,8,True,False,3,92,0.1923,88605,19981,138229,5803.0,18,0
20,62,gemini-3-flash,RED,123,claude-haiku,BLUE,0,4,1,1,3,3,False,False,1,56,0.1664,142792,13053,0,4613.7,7,0
20,62,gemini-3-flash,RED,123,gemini-3-flash,RED,1,10,4,2,14,7,False,True,6,104,0.1881,276061,18020,8076,2101.2,5,1
20,62,gemini-3-flash,RED,123,claude-sonnet,ORANGE,2,5,3,0,8,7,True,False,0,41,0.1033,41842,9457,60760,6112.2,13,1
20,62,gemini-3-flash,RED,123,gemini-flash,WHITE,3,5,0,2,7,4,False,False,1,52,0.059,134965,7636,2021,1858.9,0,0
21,63,gemini-flash,ORANGE,152,claude-sonnet,WHITE,0,9,2,2,8,5,True,False,1,70,0.144,69168,14619,104742,5785.4,15,1
21,63,gemini-flash,ORANGE,152,claude-haiku,BLUE,1,5,2,1,3,2,False,False,2,65,0.1962,160991,16851,0,5018.7,9,0
21,63,gemini-flash,ORANGE,152,gemini-flash,ORANGE,2,10,0,3,3,2,False,True,5,84,0.1058,216651,16910,5047,2122.2,0,0
21,63,gemini-flash,ORANGE,152,gemini-3-flash,RED,3,5,1,2,3,2,False,False,3,76,0.1304,185977,12485,0,2154.2,0,0
22,64,gemini-3-flash,RED,99,claude-haiku,WHITE,0,3,2,0,3,2,False,False,4,31,0.088,75268,6954,0,3719.6,2,0
22,64,gemini-3-flash,RED,99,gemini-3-flash,RED,1,10,2,3,13,11,True,False,0,58,0.1036,148475,10114,2016,2351.4,1,0
22,64,gemini-3-flash,RED,99,gemini-flash,BLUE,2,2,2,0,2,1,False,False,0,21,0.0238,51875,3407,1009,1902.3,0,0
22,64,gemini-3-flash,RED,99,claude-sonnet,ORANGE,3,4,2,0,3,3,False,True,4,34,0.0753,32558,7528,50127,5720.3,4,0
23,65,claude-sonnet,WHITE,122,claude-sonnet,WHITE,0,10,0,3,5,4,False,True,4,61,0.113,60052,11917,91080,5726.6,5,1
23,65,claude-sonnet,WHITE,122,gemini-flash,BLUE,1,6,0,2,10,8,True,False,0,43,0.049,110282,6742,3031,1894.1,0,0
23,65,claude-sonnet,WHITE,122,claude-haiku,ORANGE,2,4,3,0,8,7,False,False,2,54,0.1639,137404,13502,0,3831.3,10,1
23,65,claude-sonnet,WHITE,122,gemini-3-flash,RED,3,5,0,2,6,5,False,False,3,88,0.1497,223357,13689,6059,2035.8,1,0
24,66,gemini-3-flash,WHITE,173,claude-sonnet,RED,0,5,0,2,3,3,False,False,1,38,0.0669,32074,8154,56166,6047.2,5,0
24,66,gemini-3-flash,WHITE,173,claude-haiku,BLUE,1,4,2,1,6,4,False,False,2,51,0.1473,124784,11862,0,4027.1,1,0
24,66,gemini-3-flash,WHITE,173,gemini-flash,ORANGE,2,3,1,1,2,1,False,False,0,32,0.0341,77477,4588,2019,1820.3,0,0
24,66,gemini-3-flash,WHITE,173,gemini-3-flash,WHITE,3,10,0,2,2,1,False,True,3,129,0.2137,302164,20876,0,1997.3,2,0
25,67,gemini-3-flash,ORANGE,181,claude-sonnet,RED,0,4,0,2,5,5,False,False,2,67,0.1273,65679,13386,100188,5646.0,6,1
25,67,gemini-3-flash,ORANGE,181,gemini-flash,WHITE,1,6,0,2,5,3,False,False,4,84,0.0977,207149,14718,4036,1968.8,0,0
25,67,gemini-3-flash,ORANGE,181,claude-haiku,BLUE,2,5,3,1,6,4,False,False,0,43,0.1286,107432,10653,0,3936.3,7,1
25,67,gemini-3-flash,ORANGE,181,gemini-3-flash,ORANGE,3,11,0,2,6,6,True,True,8,111,0.1954,269760,20168,0,2156.8,1,0
26,68,gemini-3-flash,WHITE,238,gemini-3-flash,WHITE,0,10,1,2,5,3,False,True,6,128,0.217,309553,21401,4033,1997.3,2,0
26,68,gemini-3-flash,WHITE,238,claude-haiku,ORANGE,1,5,1,2,4,3,False,False,0,37,0.1076,90541,8794,0,3643.8,3,0
26,68,gemini-3-flash,WHITE,238,claude-sonnet,RED,2,2,2,0,4,3,False,False,5,60,0.1154,53228,13169,89562,5958.5,9,1
26,68,gemini-3-flash,WHITE,238,gemini-flash,BLUE,3,4,2,0,8,4,False,False,3,69,0.0831,172083,13453,7068,2057.8,1,0
27,69,gemini-3-flash,ORANGE,84,claude-sonnet,RED,0,2,2,0,4,4,False,False,0,21,0.0373,18751,4204,30360,5543.7,1,0
27,69,gemini-3-flash,ORANGE,84,claude-haiku,WHITE,1,3,1,1,3,2,False,False,0,16,0.0458,38790,3704,0,4456.3,1,0
27,69,gemini-3-flash,ORANGE,84,gemini-3-flash,ORANGE,2,10,1,3,6,5,True,False,1,44,0.0752,108932,7231,2017,2089.5,1,0
27,69,gemini-3-flash,ORANGE,84,gemini-flash,BLUE,3,2,2,0,3,2,False,False,0,15,0.0161,36023,2229,1009,1795.1,0,0
28,70,gemini-3-flash,BLUE,79,claude-sonnet,RED,0,2,2,0,7,6,False,False,0,29,0.0555,26435,6065,42504,5809.6,7,1
28,70,gemini-3-flash,BLUE,79,gemini-3-flash,BLUE,1,10,2,3,9,7,True,False,1,45,0.0766,112361,7156,2021,2031.8,0,0
28,70,gemini-3-flash,BLUE,79,claude-haiku,ORANGE,2,6,0,2,3,3,False,True,3,35,0.1021,85768,8369,0,4058.9,1,0
28,70,gemini-3-flash,BLUE,79,gemini-flash,WHITE,3,2,2,0,4,3,False,False,1,29,0.0303,70651,4017,3029,1836.7,0,0
29,71,gemini-3-flash,BLUE,181,gemini-flash,ORANGE,0,6,0,2,2,2,False,False,1,79,0.0912,196612,13837,8071,1982.9,0,0
29,71,gemini-3-flash,BLUE,181,claude-haiku,WHITE,1,8,0,3,6,6,True,False,1,65,0.1907,159066,15871,0,3917.8,4,0
29,71,gemini-3-flash,BLUE,181,claude-sonnet,RED,2,4,0,2,4,4,False,False,1,57,0.1042,52115,11822,85008,5887.5,9,0
29,71,gemini-3-flash,BLUE,181,gemini-3-flash,BLUE,3,10,1,2,7,6,False,True,8,112,0.1883,273701,19166,12106,2119.5,8,3
30,72,claude-haiku,RED,130,claude-haiku,RED,0,10,2,3,8,6,True,False,2,75,0.2262,189685,18620,0,4119.7,1,1
30,72,claude-haiku,RED,130,gemini-flash,ORANGE,1,3,1,1,2,2,False,False,0,24,0.0257,59818,3588,4030,1874.7,0,0
30,72,claude-haiku,RED,130,gemini-3-flash,WHITE,2,9,0,3,5,3,False,True,3,73,0.1224,181215,11952,8070,2037.4,4,0
30,72,claude-haiku,RED,130,claude-sonnet,BLUE,3,4,3,0,5,5,False,False,2,42,0.0748,38509,8497,62279,6177.4,6,0
31,73,gemini-3-flash,ORANGE,126,gemini-3-flash,ORANGE,0,10,0,3,5,5,True,False,2,75,0.1221,176381,11986,4028,2066.5,2,0
31,73,gemini-3-flash,ORANGE,126,claude-haiku,RED,1,4,1,1,2,1,False,False,0,48,0.1443,117255,12630,0,3683.2,2,0
31,73,gemini-3-flash,ORANGE,126,claude-sonnet,BLUE,2,4,0,2,5,3,False,False,2,49,0.0796,41612,10108,72912,5847.6,8,0
31,73,gemini-3-flash,ORANGE,126,gemini-flash,WHITE,3,4,0,2,2,1,False,False,1,40,0.0432,96612,5683,0,1803.3,0,0
32,74,claude-sonnet,ORANGE,277,claude-haiku,RED,0,2,2,0,3,2,False,False,2,63,0.188,156661,15666,0,3848.1,5,1
32,74,claude-sonnet,ORANGE,277,gemini-flash,BLUE,1,3,1,1,3,2,False,False,1,64,0.0709,158062,10136,6055,1928.6,0,0
32,74,claude-sonnet,ORANGE,277,gemini-3-flash,WHITE,2,9,0,2,3,2,False,True,5,207,0.3343,493918,34161,30283,2040.6,3,0
32,74,claude-sonnet,ORANGE,277,claude-sonnet,ORANGE,3,10,4,1,8,6,True,False,1,99,0.1926,92386,21156,148862,6046.0,10,2
33,75,gemini-3-flash,ORANGE,99,claude-sonnet,WHITE,0,2,2,0,5,3,False,False,0,23,0.054,21655,5280,33396,5948.9,4,1
33,75,gemini-3-flash,ORANGE,99,gemini-3-flash,ORANGE,1,10,0,2,5,5,False,True,4,79,0.1387,198167,13209,0,2055.9,0,0
33,75,gemini-3-flash,ORANGE,99,gemini-flash,BLUE,2,5,3,0,6,5,True,False,0,19,0.0208,46786,2699,0,1946.2,0,0
33,75,gemini-3-flash,ORANGE,99,claude-haiku,RED,3,3,2,0,3,2,False,False,0,20,0.0605,49866,5140,0,4278.6,0,0
34,76,gemini-3-flash,BLUE,119,claude-sonnet,ORANGE,0,9,0,3,5,4,False,True,6,82,0.1667,83121,16637,123039,5666.3,12,2
34,76,gemini-3-flash,BLUE,119,gemini-3-flash,BLUE,1,10,0,4,8,5,False,False,0,71,0.1306,184543,13123,2018,2204.2,1,0
34,76,gemini-3-flash,BLUE,119,gemini-flash,WHITE,2,5,1,1,6,5,True,False,0,24,0.0283,61312,4090,1011,1960.6,0,0
34,76,gemini-3-flash,BLUE,119,claude-haiku,RED,3,2,2,0,5,4,False,False,0,29,0.0865,73726,6884,0,4133.5,1,0
35,77,gemini-3-flash,BLUE,283,gemini-flash,ORANGE,0,6,0,2,4,2,False,False,3,102,0.1168,252224,17044,5047,1934.8,0,0
35,77,gemini-3-flash,BLUE,283,gemini-3-flash,BLUE,1,10,0,3,6,5,True,False,3,153,0.2726,382219,28505,8070,2148.1,4,0
35,77,gemini-3-flash,BLUE,283,claude-haiku,RED,2,8,0,4,8,5,False,False,4,126,0.3705,309350,30756,0,4171.6,9,0
35,77,gemini-3-flash,BLUE,283,claude-sonnet,WHITE,3,7,0,2,5,3,False,True,4,76,0.146,70327,16160,113850,6060.5,6,0
36,78,gemini-3-flash,WHITE,120,claude-sonnet,BLUE,0,6,0,2,5,2,False,False,2,44,0.0884,39756,9698,65317,6156.5,7,0
36,78,gemini-3-flash,WHITE,120,gemini-flash,RED,1,2,2,0,3,3,False,False,2,27,0.029,64758,3838,0,1877.9,0,0
36,78,gemini-3-flash,WHITE,120,gemini-3-flash,WHITE,2,10,0,2,6,5,True,True,6,75,0.1276,181403,12309,0,2010.2,0,0
36,78,gemini-3-flash,WHITE,120,claude-haiku,ORANGE,3,4,3,0,5,4,False,False,1,37,0.1084,90475,8993,0,4426.8,2,0
37,79,gemini-3-flash,ORANGE,168,claude-sonnet,BLUE,0,8,4,0,14,9,True,False,3,90,0.2274,98661,19759,135191,5865.6,20,2
37,79,gemini-3-flash,ORANGE,168,claude-haiku,WHITE,1,9,0,3,4,4,False,True,5,103,0.3121,260400,25955,0,4618.9,17,0
37,79,gemini-3-flash,ORANGE,168,gemini-3-flash,ORANGE,2,10,1,4,8,4,False,False,1,76,0.1383,198330,13727,4034,2203.7,2,0
37,79,gemini-3-flash,ORANGE,168,gemini-flash,RED,3,5,0,2,6,5,False,False,3,80,0.0861,200848,10442,1008,1722.8,0,0
38,80,claude-sonnet,ORANGE,198,claude-sonnet,ORANGE,0,10,1,3,8,5,True,False,2,95,0.2019,95879,19987,142786,5682.4,6,1
38,80,claude-sonnet,ORANGE,198,claude-haiku,BLUE,1,7,0,3,5,4,False,False,4,115,0.3441,289043,28207,0,3953.8,7,0
38,80,claude-sonnet,ORANGE,198,gemini-3-flash,WHITE,2,9,0,4,5,3,False,False,2,111,0.1891,280187,18697,14127,2134.9,5,0
38,80,claude-sonnet,ORANGE,198,gemini-flash,RED,3,7,3,0,5,4,False,True,6,78,0.0934,197847,14102,4039,2006.2,0,0
39,81,gemini-3-flash,ORANGE,288,claude-sonnet,WHITE,0,4,2,0,6,6,False,True,4,68,0.1319,64961,14106,101706,5822.9,15,2
39,81,gemini-3-flash,ORANGE,288,claude-haiku,BLUE,1,7,1,2,10,7,True,False,3,95,0.2831,239797,22816,0,4201.8,4,0
39,81,gemini-3-flash,ORANGE,288,gemini-3-flash,ORANGE,2,10,0,3,8,6,False,False,3,113,0.1963,286897,18613,6052,2081.9,4,0
39,81,gemini-3-flash,ORANGE,288,gemini-flash,RED,3,5,0,2,4,3,False,False,3,76,0.0861,190326,11727,1009,1893.3,0,0
40,82,gemini-3-flash,BLUE,130,gemini-3-flash,BLUE,0,10,0,3,6,6,False,True,4,86,0.1527,217675,15290,4040,2234.3,2,0
40,82,gemini-3-flash,BLUE,130,claude-haiku,WHITE,1,5,3,1,7,5,False,False,2,59,0.1771,149186,14438,0,3807.7,6,0
40,82,gemini-3-flash,BLUE,130,claude-sonnet,ORANGE,2,5,3,0,7,6,True,False,1,37,0.0718,35058,7618,54684,5917.8,5,2
40,82,gemini-3-flash,BLUE,130,gemini-flash,RED,3,3,3,0,7,6,False,False,0,52,0.0611,129088,9454,4040,1991.1,1,0
41,83,gemini-3-flash,BLUE,151,claude-sonnet,WHITE,0,6,3,0,3,2,False,True,5,59,0.1213,55820,12771,88044,5915.4,7,2
41,83,gemini-3-flash,BLUE,151,gemini-3-flash,BLUE,1,10,0,4,7,5,False,False,2,104,0.1727,251130,17056,8070,2217.5,2,0
41,83,gemini-3-flash,BLUE,151,gemini-flash,RED,2,5,2,0,9,6,True,False,1,57,0.0681,143907,10331,3028,1980.1,0,0
41,83,gemini-3-flash,BLUE,151,claude-haiku,ORANGE,3,3,1,1,4,2,False,False,3,57,0.1662,140901,13381,0,3950.7,8,0
42,84,gemini-3-flash,RED,247,claude-haiku,ORANGE,0,5,2,0,3,2,False,True,4,58,0.1725,144624,14200,0,4497.1,4,0
42,84,gemini-3-flash,RED,247,gemini-3-flash,RED,1,10,0,3,7,5,True,False,1,85,0.1452,208615,14647,6048,2093.6,3,0
42,84,gemini-3-flash,RED,247,claude-sonnet,BLUE,2,4,1,1,2,1,False,False,3,53,0.1097,50651,11403,78988,5682.3,1,0
42,84,gemini-3-flash,RED,247,gemini-flash,WHITE,3,3,2,0,5,3,False,False,0,38,0.0436,93776,6308,1009,1986.9,0,0
43,85,claude-sonnet,BLUE,146,claude-sonnet,BLUE,0,10,0,3,10,6,True,False,2,70,0.1254,67420,13740,104811,5580.4,11,5
43,85,claude-sonnet,BLUE,146,gemini-flash,ORANGE,1,4,2,0,5,4,False,True,5,59,0.0649,145528,8758,2016,1888.6,0,0
43,85,claude-sonnet,BLUE,146,gemini-3-flash,RED,2,7,3,1,7,5,False,False,2,98,0.1656,242307,17523,16153,2111.5,8,1
43,85,claude-sonnet,BLUE,146,claude-haiku,WHITE,3,4,0,2,6,5,False,False,1,60,0.1747,150864,13514,0,3793.3,4,0
44,86,gemini-3-flash,RED,206,gemini-3-flash,RED,0,10,2,2,6,5,False,True,6,125,0.2247,324246,21183,2023,2077.8,0,0
44,86,gemini-3-flash,RED,206,claude-sonnet,ORANGE,1,4,1,1,8,6,False,False,2,80,0.2077,83977,18653,120001,5839.8,18,3
44,86,gemini-3-flash,RED,206,claude-haiku,BLUE,2,8,0,3,9,7,True,False,1,69,0.2036,174629,15981,0,5154.9,7,0
44,86,gemini-3-flash,RED,206,gemini-flash,WHITE,3,7,3,1,7,6,False,False,5,75,0.0925,197292,13577,2018,2031.6,0,0
45,87,gemini-3-flash,RED,132,claude-haiku,BLUE,0,2,2,0,3,2,False,False,2,21,0.0587,51118,4450,0,3859.6,0,0
45,87,gemini-3-flash,RED,132,gemini-flash,ORANGE,1,3,2,0,3,2,False,False,2,39,0.0436,97390,6355,5048,1896.9,0,0
45,87,gemini-3-flash,RED,132,gemini-3-flash,RED,2,11,0,3,7,5,True,True,3,83,0.1404,203102,14310,8072,2055.6,3,0
45,87,gemini-3-flash,RED,132,claude-sonnet,WHITE,3,4,0,2,3,3,False,False,1,36,0.0609,30593,7504,53130,5928.2,3,1
