game_id,seed,winner_model,winner_color,total_turns,model,color,seat_position,victory_points,settlements,cities,roads_built,longest_road_length,has_longest_road,has_largest_army,knights_played,llm_calls,cost_usd,input_tokens,output_tokens,cached_tokens,avg_latency_ms,trade_proposals_made,trade_proposals_accepted
5,47,gemini-3-flash,BLUE,116,claude-sonnet,RED,1,2,2,0,6,4,False,False,1,35,0.1066,32739,7618,39202,5743.6,8,1
5,47,gemini-3-flash,BLUE,116,gemini-3-flash,BLUE,2,10,1,3,7,5,False,True,4,102,0.1561,217241,15834,0,2040.0,10,1
5,47,gemini-3-flash,BLUE,116,claude-haiku,WHITE,3,4,2,0,7,6,True,False,1,42,0.1117,89571,10002,0,3912.3,0,0
6,48,gemini-3-flash,WHITE,137,gemini-flash,ORANGE,0,4,0,2,3,2,False,False,0,27,0.0254,55671,3587,1007,2036.6,0,0
6,48,gemini-3-flash,WHITE,137,claude-haiku,RED,1,5,1,1,7,7,True,False,0,48,0.1259,99734,11524,0,3636.7,4,0
6,48,gemini-3-flash,WHITE,137,claude-sonnet,BLUE,2,2,2,0,5,4,False,False,0,27,0.0672,23228,5238,30004,5680.4,5,0
6,48,gemini-3-flash,WHITE,137,gemini-3-flash,WHITE,3,10,0,2,2,1,False,True,4,115,0.1702,232227,18023,0,2208.7,3,0
7,49,gemini-3-flash,ORANGE,168,claude-haiku,RED,0,6,0,2,5,3,False,True,6,74,0.1972,158695,17551,0,3859.6,8,2
7,49,gemini-3-flash,ORANGE,168,claude-sonnet,BLUE,1,3,1,1,7,6,False,False,0,46,0.1373,45455,9410,51930,6095.0,10,1
7,49,gemini-3-flash,ORANGE,168,gemini-3-flash,ORANGE,2,10,3,2,9,8,True,False,4,114,0.1838,250779,19464,0,2361.5,10,1
7,49,gemini-3-flash,ORANGE,168,gemini-flash,WHITE,3,4,2,0,5,3,False,False,1,44,0.0453,96826,6984,4026,2082.9,0,0
8,50,gemini-3-flash,WHITE,226,gemini-3-flash,WHITE,0,10,1,4,12,6,False,False,2,102,0.1601,220252,16671,0,2221.7,7,1
8,50,gemini-3-flash,WHITE,226,gemini-flash,BLUE,1,7,0,2,3,2,False,True,5,102,0.1104,223295,17980,5030,2313.3,0,0
8,50,gemini-3-flash,WHITE,226,claude-sonnet,ORANGE,2,7,0,2,2,1,False,False,3,84,0.229,80684,16368,95782,5820.7,11,3
8,50,gemini-3-flash,WHITE,226,claude-haiku,RED,3,8,2,2,8,6,True,False,4,111,0.2901,234604,25609,0,3667.4,11,0
9,51,gemini-3-flash,ORANGE,139,gemini-flash,BLUE,0,6,1,1,7,4,False,True,7,87,0.108,188551,21890,11082,2497.4,1,0
9,51,gemini-3-flash,ORANGE,139,gemini-3-flash,ORANGE,1,10,0,3,7,6,True,False,2,76,0.1177,162889,12101,0,2292.6,0,0
9,51,gemini-3-flash,ORANGE,139,claude-haiku,RED,2,4,0,2,3,3,False,False,1,29,0.0741,60974,6334,0,3988.6,1,0
9,51,gemini-3-flash,ORANGE,139,claude-sonnet,WHITE,3,2,2,0,6,6,False,False,1,29,0.0776,26272,5733,32284,6036.3,5,1
10,52,gemini-3-flash,BLUE,112,claude-sonnet,ORANGE,0,4,2,1,6,4,False,False,1,48,0.14,47008,9694,54238,5845.5,6,1
10,52,gemini-3-flash,BLUE,112,claude-haiku,RED,1,5,3,1,12,5,False,False,2,60,0.1587,128516,13982,0,4597.6,5,1
10,52,gemini-3-flash,BLUE,112,gemini-3-flash,BLUE,2,10,1,3,8,6,True,False,1,69,0.1106,152961,11363,0,2400.9,4,0
10,52,gemini-3-flash,BLUE,112,gemini-flash,WHITE,3,4,0,2,2,1,False,False,1,20,0.0203,43952,2826,0,2342.6,0,0
11,53,claude-haiku,RED,397,gemini-3-flash,BLUE,0,4,4,0,9,3,False,False,3,204,0.3308,459174,34393,4030,2241.0,16,0
11,53,claude-haiku,RED,397,claude-sonnet,WHITE,1,7,3,1,6,4,False,False,0,159,0.5098,167162,33345,182174,5941.3,34,5
11,53,claude-haiku,RED,397,gemini-flash,ORANGE,2,9,0,3,5,4,False,True,7,157,0.158,344568,23172,11073,2061.4,4,0
11,53,claude-haiku,RED,397,claude-haiku,RED,3,10,4,1,8,7,True,False,4,179,0.4837,398950,41125,0,4077.1,15,1
12,54,gemini-3-flash,WHITE,95,claude-sonnet,BLUE,0,7,1,2,8,4,False,True,3,43,0.1186,39364,8760,48468,6266.1,3,1
12,54,gemini-3-flash,WHITE,95,gemini-3-flash,WHITE,1,10,1,3,7,3,False,False,0,50,0.0809,108888,8803,0,2333.3,3,0
12,54,gemini-3-flash,WHITE,95,claude-haiku,ORANGE,2,2,2,0,2,1,False,False,1,37,0.0939,75450,8389,0,4186.7,4,0
12,54,gemini-3-flash,WHITE,95,gemini-flash,RED,3,2,2,0,3,2,False,False,0,25,0.0236,52291,3158,0,1947.7,0,0
13,55,gemini-3-flash,ORANGE,192,gemini-flash,RED,0,5,2,0,11,7,True,False,0,69,0.0744,156149,11143,1007,2216.6,0,0
13,55,gemini-3-flash,ORANGE,192,claude-haiku,WHITE,1,5,3,1,8,5,False,False,1,68,0.1821,148549,15816,0,3846.3,3,1
13,55,gemini-3-flash,ORANGE,192,gemini-3-flash,ORANGE,2,10,0,3,5,4,False,True,4,115,0.1839,252931,19477,2015,2269.3,5,2
13,55,gemini-3-flash,ORANGE,192,claude-sonnet,BLUE,3,6,0,2,7,6,False,False,3,115,0.3583,117090,24151,131556,5793.1,23,0
14,56,gemini-3-flash,WHITE,197,gemini-flash,RED,0,4,1,1,5,3,False,False,2,91,0.0919,196151,13822,5035,2137.3,0,0
14,56,gemini-3-flash,WHITE,197,claude-haiku,BLUE,1,7,1,1,8,6,True,False,1,71,0.1852,147350,16822,0,4368.1,14,1
14,56,gemini-3-flash,WHITE,197,claude-sonnet,ORANGE,2,4,0,2,4,2,False,False,2,59,0.1549,53734,11628,66932,6292.7,11,1
14,56,gemini-3-flash,WHITE,197,gemini-3-flash,WHITE,3,10,0,3,7,5,False,True,5,116,0.1811,246556,19268,0,2229.5,12,0
15,57,claude-haiku,BLUE,175,gemini-flash,RED,0,7,4,0,11,9,True,False,1,60,0.0602,135382,8207,3026,1977.9,2,0
15,57,claude-haiku,BLUE,175,claude-haiku,BLUE,1,10,0,4,5,3,False,False,0,67,0.1863,150606,16449,0,3789.5,2,1
15,57,claude-haiku,BLUE,175,claude-sonnet,WHITE,2,6,3,0,7,6,False,True,6,74,0.2232,76699,14691,84169,5789.9,10,2
15,57,claude-haiku,BLUE,175,gemini-3-flash,ORANGE,3,5,4,0,11,6,False,False,3,94,0.146,210187,14979,8071,2430.7,10,0
16,58,gemini-3-flash,BLUE,90,gemini-3-flash,BLUE,0,10,1,3,7,5,True,False,0,53,0.0808,111876,8284,0,2475.7,5,0
16,58,gemini-3-flash,BLUE,90,gemini-flash,RED,1,4,0,2,2,1,False,False,0,37,0.0368,77832,5621,2013,2152.8,0,0
16,58,gemini-3-flash,BLUE,90,claude-sonnet,ORANGE,2,3,3,0,3,2,False,False,1,28,0.0777,25880,5611,31158,5666.5,5,0
16,58,gemini-3-flash,BLUE,90,claude-haiku,WHITE,3,2,2,0,5,4,False,False,0,25,0.0644,51296,5830,0,4160.6,3,0
17,59,gemini-3-flash,BLUE,130,gemini-3-flash,BLUE,0,10,1,3,8,6,True,False,1,55,0.0861,119330,8825,0,2295.7,3,0
17,59,gemini-3-flash,BLUE,130,gemini-flash,RED,1,3,2,0,5,2,False,False,3,52,0.0522,111239,7900,3019,2011.4,0,0
17,59,gemini-3-flash,BLUE,130,claude-sonnet,WHITE,2,5,0,2,4,4,False,False,3,53,0.1462,52199,10101,59956,5463.7,6,0
17,59,gemini-3-flash,BLUE,130,claude-haiku,ORANGE,3,6,2,0,6,5,False,True,4,48,0.1282,103084,11441,0,3672.5,1,0
18,60,gemini-3-flash,RED,148,claude-haiku,ORANGE,0,7,2,2,8,7,False,False,2,77,0.2063,168523,17872,0,4620.1,9,0
18,60,gemini-3-flash,RED,148,claude-sonnet,BLUE,1,3,3,0,6,5,False,False,1,37,0.1176,38409,7639,41544,5826.2,5,0
18,60,gemini-3-flash,RED,148,gemini-3-flash,RED,2,10,4,1,9,8,True,False,1,89,0.1407,195741,14263,0,2173.4,2,0
18,60,gemini-3-flash,RED,148,gemini-flash,WHITE,3,7,1,1,6,3,False,True,10,83,0.0933,187578,15297,4026,2430.1,0,0
19,61,gemini-3-flash,RED,183,claude-haiku,WHITE,0,8,1,2,5,4,False,True,6,92,0.2451,202978,20688,0,4231.2,5,0
19,61,gemini-3-flash,RED,183,gemini-3-flash,RED,1,10,5,2,14,6,False,False,4,130,0.2194,303303,22596,0,2294.8,5,0
19,61,gemini-3-flash,RED,183,gemini-flash,ORANGE,2,6,3,0,9,6,True,False,1,52,0.054,113791,8305,3018,2141.0,0,0
19,61,gemini-3-flash,RED,183,claude-sonnet,BLUE,3,4,2,0,2,1,False,False,3,51,0.1451,52047,9651,57700,5727.3,9,2
20,62,gemini-3-flash,RED,103,claude-haiku,BLUE,0,2,2,0,4,3,False,False,2,33,0.0818,66698,7116,0,3165.4,1,1
20,62,gemini-3-flash,RED,103,gemini-3-flash,RED,1,10,2,1,5,5,True,True,3,85,0.1244,169430,13239,0,2154.4,2,0
20,62,gemini-3-flash,RED,103,claude-sonnet,ORANGE,2,4,2,1,3,2,False,False,0,31,0.0945,27650,7004,34620,5748.9,4,0
20,62,gemini-3-flash,RED,103,gemini-flash,WHITE,3,2,2,0,3,3,False,False,0,16,0.02,32943,4149,1006,2454.1,0,0
21,63,gemini-3-flash,RED,81,claude-sonnet,WHITE,0,2,2,0,3,2,False,False,0,24,0.0645,21518,4770,26519,5874.3,3,0
21,63,gemini-3-flash,RED,81,claude-haiku,BLUE,1,2,2,0,2,1,False,False,1,13,0.0315,25972,2690,0,4048.9,0,0
21,63,gemini-3-flash,RED,81,gemini-flash,ORANGE,2,3,2,0,3,2,False,False,0,31,0.0301,64950,4354,1007,1964.9,1,0
21,63,gemini-3-flash,RED,81,gemini-3-flash,RED,3,10,0,3,7,5,True,False,1,45,0.0707,95602,7632,0,2660.2,5,0
22,64,claude-haiku,WHITE,230,claude-haiku,WHITE,0,10,1,3,8,7,True,False,3,118,0.3121,254329,27156,0,4465.0,7,0
22,64,claude-haiku,WHITE,230,gemini-3-flash,RED,1,5,3,1,12,6,False,False,1,119,0.1891,266668,18917,2016,2169.6,9,0
22,64,claude-haiku,WHITE,230,gemini-flash,BLUE,2,6,1,1,3,2,False,True,8,105,0.1131,232504,17321,0,2200.3,0,0
22,64,claude-haiku,WHITE,230,claude-sonnet,ORANGE,3,8,1,2,10,4,False,False,2,101,0.2984,97675,21132,115400,5824.4,23,0
23,65,gemini-3-flash,RED,141,claude-sonnet,WHITE,0,3,1,1,5,3,False,False,6,85,0.2742,88392,18038,96852,5695.9,21,2
23,65,gemini-3-flash,RED,141,gemini-flash,BLUE,1,9,0,3,11,7,True,False,0,77,0.085,175678,14111,10089,2262.8,1,0
23,65,gemini-3-flash,RED,141,claude-haiku,ORANGE,2,6,4,0,9,5,False,False,0,69,0.1883,155721,15931,0,4349.2,7,2
23,65,gemini-3-flash,RED,141,gemini-3-flash,RED,3,10,0,3,10,6,False,True,8,132,0.218,302434,22250,0,2209.0,3,1
24,66,gemini-3-flash,WHITE,125,claude-sonnet,RED,0,4,0,2,5,3,False,False,0,32,0.0803,28539,6082,35743,5657.9,6,1
24,66,gemini-3-flash,WHITE,125,claude-haiku,BLUE,1,6,0,2,7,5,False,True,3,95,0.2511,202677,22242,0,4245.1,9,0
24,66,gemini-3-flash,WHITE,125,gemini-flash,ORANGE,2,2,2,0,8,4,False,False,0,48,0.0467,103578,6500,2015,2114.9,2,1
24,66,gemini-3-flash,WHITE,125,gemini-3-flash,WHITE,3,10,0,4,8,6,True,False,1,76,0.1224,168029,12797,0,2261.8,4,2
25,67,gemini-3-flash,ORANGE,213,claude-sonnet,RED,0,4,3,0,9,6,False,False,1,64,0.1916,62509,13346,72639,5976.2,11,1
25,67,gemini-3-flash,ORANGE,213,gemini-flash,WHITE,1,8,3,0,8,7,True,True,5,85,0.0944,188928,15694,5037,2217.8,0,0
25,67,gemini-3-flash,ORANGE,213,claude-haiku,BLUE,2,7,1,2,7,7,False,False,2,75,0.202,164103,17678,0,3669.3,1,0
25,67,gemini-3-flash,ORANGE,213,gemini-3-flash,ORANGE,3,10,1,4,7,6,False,False,4,101,0.1615,225399,16259,0,2213.1,1,0
26,68,gemini-3-flash,WHITE,130,gemini-3-flash,WHITE,0,10,5,0,8,7,True,True,5,83,0.1286,178522,13117,0,2244.0,3,0
26,68,gemini-3-flash,WHITE,130,claude-haiku,ORANGE,1,5,2,1,5,4,False,False,1,43,0.1141,92046,10107,0,3431.6,2,0
26,68,gemini-3-flash,WHITE,130,claude-sonnet,RED,2,2,2,0,4,3,False,False,0,21,0.0661,20840,4388,23060,5883.3,1,0
26,68,gemini-3-flash,WHITE,130,gemini-flash,BLUE,3,4,3,0,7,6,False,False,1,41,0.0403,88554,5605,1004,2088.8,0,0
27,69,gemini-3-flash,ORANGE,112,claude-sonnet,RED,0,6,1,1,3,2,False,True,4,42,0.1237,39225,8911,47273,5738.7,6,0
27,69,gemini-3-flash,ORANGE,112,claude-haiku,WHITE,1,4,1,1,4,3,False,False,0,34,0.0924,73578,8372,0,4486.4,0,0
27,69,gemini-3-flash,ORANGE,112,gemini-3-flash,ORANGE,2,10,2,3,10,7,True,False,1,53,0.0818,111909,8610,0,2304.9,5,0
27,69,gemini-3-flash,ORANGE,112,gemini-flash,BLUE,3,2,2,0,7,6,False,False,1,48,0.0489,99935,7674,1006,2067.7,1,1
28,70,gemini-3-flash,BLUE,83,claude-sonnet,RED,0,4,2,0,6,5,True,False,1,34,0.0955,31044,7007,38049,5620.1,7,0
28,70,gemini-3-flash,BLUE,83,gemini-3-flash,BLUE,1,10,0,3,4,3,False,True,3,60,0.09,122387,9588,0,2416.3,4,0
28,70,gemini-3-flash,BLUE,83,claude-haiku,ORANGE,2,4,1,1,6,4,False,False,1,39,0.1003,79730,9127,0,4214.4,5,0
28,70,gemini-3-flash,BLUE,83,gemini-flash,WHITE,3,2,2,0,6,5,False,False,1,31,0.0321,65396,5001,0,2165.5,0,0
29,71,gemini-3-flash,BLUE,165,gemini-flash,ORANGE,0,5,1,2,5,4,False,False,3,72,0.069,152258,10064,6050,1925.3,0,0
29,71,gemini-3-flash,BLUE,165,claude-haiku,WHITE,1,9,0,3,5,4,False,True,4,77,0.1956,162492,16391,0,3834.0,0,0
29,71,gemini-3-flash,BLUE,165,claude-sonnet,RED,2,3,2,0,5,3,False,False,4,82,0.2253,77132,16403,93393,5609.0,18,3
29,71,gemini-3-flash,BLUE,165,gemini-3-flash,BLUE,3,11,0,3,7,6,True,False,3,129,0.2023,270739,22312,0,2358.6,12,1
30,72,claude-haiku,RED,194,claude-haiku,RED,0,10,2,2,6,4,False,True,5,123,0.3204,256368,28832,0,3819.7,7,3
30,72,claude-haiku,RED,194,gemini-flash,ORANGE,1,4,1,1,6,3,False,False,3,71,0.0715,151306,11182,6037,2105.9,1,1
30,72,claude-haiku,RED,194,gemini-3-flash,WHITE,2,6,3,1,8,4,False,False,1,67,0.1054,143346,11244,0,2163.4,2,0
30,72,claude-haiku,RED,194,claude-sonnet,BLUE,3,3,2,0,4,4,False,False,4,54,0.1506,51080,10835,61162,5757.4,9,1
31,73,gemini-3-flash,ORANGE,162,gemini-3-flash,ORANGE,0,10,0,3,12,9,True,False,4,117,0.1925,262383,20763,2014,2307.3,7,1
31,73,gemini-3-flash,ORANGE,162,claude-haiku,RED,1,7,1,3,9,6,False,False,1,92,0.2453,197384,21852,0,3750.7,8,1
31,73,gemini-3-flash,ORANGE,162,claude-sonnet,BLUE,2,3,3,0,10,7,False,False,1,58,0.1552,55864,11012,65778,5515.9,15,5
31,73,gemini-3-flash,ORANGE,162,gemini-flash,WHITE,3,8,1,1,2,1,False,True,7,59,0.0633,127854,9958,0,2058.1,0,0
32,74,claude-sonnet,ORANGE,461,claude-haiku,RED,0,7,2,2,8,7,False,False,3,157,0.4333,348151,38701,0,4397.1,15,2
32,74,claude-sonnet,ORANGE,461,gemini-flash,BLUE,1,9,0,3,7,5,False,False,1,215,0.2306,483963,35745,13101,2101.2,3,0
32,74,claude-sonnet,ORANGE,461,gemini-3-flash,WHITE,2,9,0,3,5,3,False,True,10,432,0.7285,976263,80449,2017,2354.8,21,0
32,74,claude-sonnet,ORANGE,461,claude-sonnet,ORANGE,3,11,1,4,12,8,True,False,0,197,0.6143,209459,39774,226184,5529.4,38,2
33,75,gemini-3-flash,ORANGE,91,claude-sonnet,WHITE,0,5,1,2,3,2,False,False,0,17,0.0535,15403,3809,18448,6115.5,2,1
33,75,gemini-3-flash,ORANGE,91,gemini-3-flash,ORANGE,1,10,2,2,7,7,True,False,1,54,0.0842,112282,9368,0,2430.5,2,0
33,75,gemini-3-flash,ORANGE,91,gemini-flash,BLUE,2,2,2,0,4,3,False,False,0,14,0.013,29099,1812,1006,1863.0,0,0
33,75,gemini-3-flash,ORANGE,91,claude-haiku,RED,3,3,1,1,2,1,False,False,0,19,0.0484,39022,4296,0,4871.6,1,0
34,76,gemini-3-flash,BLUE,83,claude-sonnet,ORANGE,0,3,2,0,7,4,False,False,1,29,0.085,26059,6269,32312,5455.6,6,0
34,76,gemini-3-flash,BLUE,83,gemini-3-flash,BLUE,1,10,0,3,4,3,False,True,4,66,0.1049,142634,11188,0,2233.3,1,0
34,76,gemini-3-flash,BLUE,83,gemini-flash,WHITE,2,3,1,1,5,4,False,False,2,33,0.0336,69656,5076,0,2073.3,0,0
34,76,gemini-3-flash,BLUE,83,claude-haiku,RED,3,6,1,2,3,2,False,False,0,33,0.0879,68625,8242,0,4098.0,1,0
35,77,claude-haiku,RED,180,gemini-flash,ORANGE,0,4,2,0,4,3,False,False,3,64,0.0662,141101,10036,4031,2122.1,1,0
35,77,claude-haiku,RED,180,gemini-3-flash,BLUE,1,7,0,2,6,5,False,True,5,102,0.1656,227778,17247,0,2563.1,4,0
35,77,claude-haiku,RED,180,claude-haiku,RED,2,10,1,3,10,6,True,False,0,73,0.1958,158585,17238,0,3808.8,4,1
35,77,claude-haiku,RED,180,claude-sonnet,WHITE,3,5,2,1,9,5,False,False,2,48,0.1472,47818,10005,54191,5897.1,9,1
36,78,gemini-3-flash,WHITE,132,claude-sonnet,BLUE,0,7,0,3,5,2,False,False,2,54,0.1459,50233,10687,61162,5828.3,7,0
36,78,gemini-3-flash,WHITE,132,gemini-flash,RED,1,2,2,0,5,4,False,False,0,26,0.0255,54374,4270,5037,2104.9,0,0
36,78,gemini-3-flash,WHITE,132,gemini-3-flash,WHITE,2,10,0,3,6,5,True,False,2,80,0.1256,169950,13528,0,2215.7,3,0
36,78,gemini-3-flash,WHITE,132,claude-haiku,ORANGE,3,6,1,1,5,4,False,True,5,65,0.1692,135384,15214,0,3640.5,6,0
37,79,gemini-3-flash,ORANGE,48,claude-sonnet,BLUE,0,2,2,0,4,4,False,False,0,16,0.0421,13591,3205,17310,5902.3,2,1
37,79,gemini-3-flash,ORANGE,48,claude-haiku,WHITE,1,2,2,0,4,4,False,False,0,30,0.0764,58808,7327,0,3424.8,2,0
37,79,gemini-3-flash,ORANGE,48,gemini-3-flash,ORANGE,2,10,1,4,7,4,False,False,0,39,0.0604,82529,6394,0,2425.0,0,0
37,79,gemini-3-flash,ORANGE,48,gemini-flash,RED,3,2,2,0,2,1,False,False,0,6,0.0054,11944,740,0,1773.4,0,0
38,80,gemini-3-flash,WHITE,96,claude-sonnet,ORANGE,0,4,0,2,5,4,False,False,0,25,0.065,22259,4866,27696,5754.6,3,1
38,80,gemini-3-flash,WHITE,96,claude-haiku,BLUE,1,2,2,0,4,2,False,False,0,21,0.0544,44823,4646,0,3528.2,1,0
38,80,gemini-3-flash,WHITE,96,gemini-3-flash,WHITE,2,11,2,2,7,5,True,True,3,74,0.1143,153718,12475,0,2134.7,6,0
38,80,gemini-3-flash,WHITE,96,gemini-flash,RED,3,3,1,1,3,2,False,False,2,40,0.0372,83117,5268,3019,1892.6,4,0
39,81,gemini-3-flash,ORANGE,172,claude-sonnet,WHITE,0,4,2,0,10,8,True,False,0,32,0.097,29561,6989,35743,5841.8,3,0
39,81,gemini-3-flash,ORANGE,172,claude-haiku,BLUE,1,3,2,0,2,1,False,False,1,27,0.0697,56933,6043,0,5250.7,1,0
39,81,gemini-3-flash,ORANGE,172,gemini-3-flash,ORANGE,2,11,0,3,4,3,False,True,7,154,0.2409,323111,26433,0,2483.1,3,0
39,81,gemini-3-flash,ORANGE,172,gemini-flash,RED,3,3,2,0,4,3,False,False,6,66,0.0654,137509,10362,6016,2063.9,0,0
40,82,gemini-3-flash,BLUE,142,gemini-3-flash,BLUE,0,10,3,1,8,7,True,True,6,106,0.1744,232036,19458,0,2288.4,8,0
40,82,gemini-3-flash,BLUE,142,claude-haiku,WHITE,1,6,3,1,8,5,False,False,3,89,0.2406,193856,21369,0,4491.8,8,0
40,82,gemini-3-flash,BLUE,142,claude-sonnet,ORANGE,2,5,1,2,5,5,False,False,2,51,0.144,51350,9717,57700,5676.1,8,2
40,82,gemini-3-flash,BLUE,142,gemini-flash,RED,3,3,2,0,9,5,False,False,0,51,0.0522,113159,7917,5042,2132.0,1,0
41,83,gemini-3-flash,BLUE,127,claude-sonnet,WHITE,0,6,2,1,3,2,False,True,4,50,0.1516,47299,10819,56497,5300.2,8,1
41,83,gemini-3-flash,BLUE,127,gemini-3-flash,BLUE,1,10,1,3,9,7,True,False,2,60,0.0941,129320,9829,0,2454.9,3,0
41,83,gemini-3-flash,BLUE,127,gemini-flash,RED,2,2,2,0,2,1,False,False,1,25,0.0239,51083,3430,0,1999.3,0,0
41,83,gemini-3-flash,BLUE,127,claude-haiku,ORANGE,3,4,3,0,7,6,False,False,3,51,0.1341,107672,12000,0,4261.9,4,0
42,84,gemini-3-flash,RED,155,claude-haiku,ORANGE,0,4,2,0,4,4,False,False,2,50,0.135,108310,12099,0,4374.1,6,0
42,84,gemini-3-flash,RED,155,gemini-3-flash,RED,1,10,2,2,7,5,True,False,3,124,0.1964,264230,21425,0,2248.4,8,0
42,84,gemini-3-flash,RED,155,claude-sonnet,BLUE,2,9,0,3,6,4,False,True,6,101,0.3229,104318,21433,115400,5811.4,11,1
42,84,gemini-3-flash,RED,155,gemini-flash,WHITE,3,3,3,0,10,4,False,False,1,57,0.0555,122162,7912,3020,2017.7,0,0
43,85,gemini-3-flash,RED,116,claude-sonnet,BLUE,0,5,1,2,4,4,False,False,0,33,0.1035,32201,7108,36928,5975.0,5,2
43,85,gemini-3-flash,RED,116,gemini-flash,ORANGE,1,7,4,0,9,8,True,False,1,48,0.0495,107341,7297,3019,1930.4,0,0
43,85,gemini-3-flash,RED,116,gemini-3-flash,RED,2,10,0,3,4,3,False,True,3,57,0.0899,123872,9319,0,2151.9,3,0
43,85,gemini-3-flash,RED,116,claude-haiku,WHITE,3,2,2,0,5,5,False,False,1,26,0.0683,55867,5892,0,3266.8,0,0
44,86,gemini-3-flash,RED,130,gemini-3-flash,RED,0,10,0,4,8,8,True,False,0,69,0.1108,153799,11284,0,2198.8,6,2
44,86,gemini-3-flash,RED,130,claude-sonnet,ORANGE,1,4,0,2,7,5,False,False,1,44,0.1441,43160,9904,49622,5660.0,6,1
44,86,gemini-3-flash,RED,130,claude-haiku,BLUE,2,6,3,0,6,5,False,True,3,59,0.1551,123563,14052,0,3494.1,3,1
44,86,gemini-3-flash,RED,130,gemini-flash,WHITE,3,4,0,2,2,1,False,False,0,21,0.0212,44751,3098,0,2053.7,0,0
45,87,gemini-3-flash,RED,84,claude-haiku,BLUE,0,3,2,0,7,5,False,False,0,26,0.0661,53355,5843,0,5184.4,3,0
45,87,gemini-3-flash,RED,84,gemini-flash,ORANGE,1,3,2,0,3,2,False,False,1,29,0.0293,60498,4467,0,2120.5,0,0
45,87,gemini-3-flash,RED,84,gemini-3-flash,RED,2,10,0,3,6,6,True,True,3,57,0.09,121644,9732,0,2242.3,1,0
45,87,gemini-3-flash,RED,84,claude-sonnet,WHITE,3,3,1,1,3,2,False,False,1,16,0.0417,13593,3172,17295,5737.8,0,0
